HS05157-MONOMER	HS05157	Q06203	Amidophosphoribosyltransferase	ATase, Glutamine phosphoribosylpyrophosphate amidotransferase, GPAT
MONOMER-21140	G-80656	Q55849	ATP-dependent dethiobiotin synthetase	BioD
MONOMER-19095	G-43828	Q2HEW4	enoyl reductase	
ARODBACSU-MONOMER	G-282			AroD
HS10987-MONOMER	HS10987	Q9C0C9	(E3-independent) ubiquitin-conjugating enzyme E2 O	E2-230K, ubiquitin carrier protein O, ubiquitin-conjugating enzyme E2 of 230 kDa, ubiquitin-protein ligase O
FMNREDUCT-MONOMER	EG10334	P0AEN1	flavin reductase	FsrC, FlrD, FadI, Fre
SYNPCC7942_0294-MONOMER	SYNPCC7942_0294	P11472	Photosystem II manganese-stabilizing polypeptide	WoxA, PsbO
AT3G03250-MONOMER	AT3G03250	Q9M9P3	UDP-glucose pyrophosphorylase	Ugp
ACETOLACTSYNIII-ICHAIN-MONOMER	EG10500	P00893	acetolactate synthase / acetohydroxybutanoate synthase, catalytic subunit	IlvI
MONOMER-15968	G-12278	O69054	phosphonate dehydrogenase monomer	PtxD
YGL226C-MONOMER	YGL226C-A	Q92316	oligosaccharyl transferase complex &zeta; subunit	
MONOMER-42	G-133			SorE
MONOMER-13421	G-55120	B5GLB3		CmcI
MONOMER-13981	G-10674			Pur3
MONOMER-10866				maleylpyruvate isomerase
MONOMER-18652			flavonol 7-<i>O</i>-glucosyltransferase	
AT5G20410-MONOMER	AT5G20410	O82730	UDP-galactose:DAG galactosyltransferase	MGDG synthase
MONOMER-17000	G-14820	P02903	citrate lyase &gamma; subunit	CitD
MONOMER-16411	G-12682	Q06852	anchoring scaffoldin OlpB	OlpB, cell surface glycoprotein 1, S-layer protein 1, Slp1, outer layer protein B
MONOMER-14459	G-11035			LolS
MONOMER-19475	G-44180	E2JA32	fumarate-(S)-2,3-diaminopropanoate ligase	DdaG
EG11847-MONOMER	EG11847	P0A9V8	3-sulfolactaldehyde reductase	SquU, YihU
MONOMER-17438	G-15209	D2STN3	4-hydroxymuconic-semialdehyde dehydrogenase	PdcG
G3O-29733-MONOMER	G3O-29733	P39109	ATP-dependent vacuolar transporter YBT1	yeast cadmium factor
MONOMER-21091	G-80609	A0A0A3JZ59	&beta;-alanine aminotransferase	PydD
MONOMER-6723	G-5203	Q9ZNE0	homoaconitase large subunit	HacA, LysT
MONOMER-19890	G-44593	A0QXE4	D-erythrulose kinase	DerK
MONOMER-19039	G-43781	A0PJ29	acyl-lipid 4-desaturase	
MONOMER-11902	G-9239		acetohydroxy acid isomeroreductase subunit	IlvC
G7327-MONOMER	G7327	P0AE01	tRNA Cm32/Um32 methyltransferase	YfhQ, TrmJ, TrMet(Xm32)
HS10082-MONOMER	HS10082	Q8TBE9	<em>N</em>-acetylneuraminate-9-phosphatase	
CADB-MONOMER	EG10132	P0AAE8	lysine:cadaverine antiporter	CadB
MONOMER0-145	G7554	P69741	hydrogenase 2 small subunit	YghV, HybO, hydrogenase 2 subunit &beta;
ERYTHRON4PDEHYDROG-MONOMER	G0-9461	P05459	erythronate-4-phosphate dehydrogenase	PdxB
MONOMER-15025	G-11468	A1IHK4	&alpha; pyrone polyketide synthase	
MONOMER-12480				
AT2G40840-MONOMER	AT2G40840		disproportionating enzyme	
MONOMER-17877	G-15519	B0KQT1	MnxG manganese-oxidizing multicopper oxidase	MnxG, manganese oxidase
MONOMER-15569	G-11943	Q7WSJ4	aldoxime dehydratase monomer	
YEIJ-MONOMER	EG12029	P33021	putative nucleoside transporter	NupX, YeiJ
MONOMER-20296	G-55180	Q6RUF5	blood-group-substance endo-1,4-&beta;-galactosidase	EabC, blood group A-and B-cleaving endo-&beta;-galactosidase
MONOMER-18287	G-17791	P92506	fumarate reductase cytochrome <i>b</i> large subunit	CybL
MONOMER-3909	G-2969	P29894	methylamine dehydrogenase large subunit	MauB
HS00315-MONOMER	HS00315	O00443	phosphoinositide-3-kinase, class 2, alpha polypeptide	
EG10580-MONOMER	EG10580	P0C0T5	peptidoglycan DD-endopeptidase/peptidoglycan LD-endopeptidase	MepA
MONOMER-13914	G-10617	Q9SC80	deoxyhypusine synthase	
PDXK-MONOMER	G7259	P40191	pyridoxal kinase I	PdxL, ThiJ, YfeI, PdxK, PLK1
MONOMER-20704	G-58850	F2RB80	4-amino-L-phenylalanyl-[CmlP-peptidyl-carrier-protein] 3-hydroxylase	CmlA
MONOMER-1053			4-coumarate coenzyme A ligase	4CL, 4-cinnamoyl coenzyme A ligase
MONOMER-13030	G-9926	C1I201	4-nitrophenol 4-monooxygenase	PnpA
HS05461-MONOMER	HS05461	P37058	testosterone 17-beta-dehydrogenase 3	17-beta-HSD 3, Testicular 17-beta-hydroxysteroid dehydrogenase
AT5G07200-MONOMER	AT5G07200	Q39112	gibberellin 20-oxidase	AtGA20OX3, gibberellin 20-oxidase
ASPKINIHOMOSERDEHYDROGI-MONOMER	EG10998	P00561	fused aspartate kinase/homoserine dehydrogenase 1	ThrD, ThrA
SYNPCC7942_0893-MONOMER	SYNPCC7942_0893	P04997	photosystem II D1 protein	
MONOMER-16938	G-14757	Q9Y8H5	acyl-lipid &omega;-6 desaturase	&Delta; <sup>12</sup> fatty acid desaturase, acyl-lipid 12-desaturase
MONOMER-16000			D-iditol 2-dehydrogenase	
MONOMER-13461	G-10249	P00369	glutamate dehydrogenase subunit	Gdh
MONOMER-14402	G-10988	P27098	chlorocatechol 1,2-dioxygenase	TcbC
MONOMER-18689	G-27163	Q8PVV3	dihydromethanopterin reductase (acceptor) monomer	DmrX
MONOMER-16453	G-12722	P10478	endo-1,4-&beta;-xylanase XynZ	XynZ, 1,4-&beta;-D-xylan xylanohydrolase Z, xylanase Z, Xyn10Z
MONOMER-19427	G-44134	K4JII8	guadinomine polyketide synthase module 3	GdnG
EG12044-MONOMER	EG12044	P0AA43	16S rRNA pseudouridine<sup>516</sup> synthase	YejD, RsuA
MONOMER-21124	G-80639	A0A384E139	thiolase/HMGCS linker protein	DUF35 protein
MONOMER-17387	G-15166	Q194P4	premithramycin B monooxygenase	MtmOIV
MONOMER-19069			cysteine sulfoxide lyase delta subunit	
HS10685-MONOMER	HS10685	O95670	H<sup>+</sup>-translocating V-ATPase subunit G2	V-ATPASE G SUBUNIT 2, VACUOLAR PROTON PUMP G SUBUNIT 2, V-ATPASE 13 KDA SUBUNIT 2, ATPase, H+ transporting, lysosomal 13kDa, V1 subunit G isoform 2, ATPase, H+ transporting, lysosomal, V1 subunit G2, isoform a, vacuolar ATPase G synthetase subunit, H(+)-transporting two-sector ATPase, subunit G2, ATPase, H+ transporting, lysosomal 13kD, V1 subunit G isoform 2, ATPase, H+ transporting, lysosomal (vacuolar proton pump) subunit G isoform 2, vacuolar ATP synthase subunit G 2
G1G01-5615-MONOMER	G1G01-5615	Q88CC3	<small>L</small>-aminoadipate-semialdehyde dehydrogenase	AmaB, AmaA
FERRCLOS-MONOMER				
AT2G47690-MONOMER	AT2G47690	O82238	NADH-ubiquinone oxidoreductase 15 kDa subunit	
MONOMER-655	YJL167W	P08524	Erg20	
6PGLUCONOLACT-MONOMER	G6397	P52697		Pgl, YbhE
YGL001C-MONOMER	YGL001C	P53199	C-3 sterol dehydrogenase	C-4 sterol decarboxylase
MONOMER-19838			2-methyl-propane-1,2-diol dehydrogenase	
MONOMER-41			chlorobenzene dioxygenase	
MONOMER-13963			iso-dihydrocarvone isomerase	
MONOMER-11826	G-9189		pyruvate ferredoxin oxidoreductase &delta; subunit	PorD
MONOMER-10763	G-8343	Q6WIG0	respiratory arsenate reductase large subunit	ArrA
AT5G15860-MONOMER	AT5G15860	Q94AS5		
G7111-MONOMER	G7111	P76395	protein-serine/threonine phosphatase PphC	PphC, YegK
MONOMER-16978	G-14796	Q8S3C0	acyl-lipid 4-desaturase	&Delta;4-desaturase
MONOMER-14440	G-11016	Q704S8		
BSU35570-MONOMER	BSU35570	O32270	teichuronic acid polymerase	YvhE, TuaE
MONOMER-19458	G-44166	Q9V1Y5	tRNA isowyosine<sup>37</sup> 7-methyltransferase 2	
MONOMER-17421	G-15196	B9A0M2	cyanophycin synthase monomer	
MONOMER-9445	G-7143	O24035	pantoate:&beta;-alanine ligase	pantothenate synthase
G3O-29111-MONOMER	G3O-29111	P38287	mannosylinositol phosphorylceramide synthase catalytic subunit	
MONOMER-669	G-536	Q8VPT8	benzylsuccinate synthase &gamma; subunit	BssC, benzylsuccinate synthase &gamma; subunit, BSS &gamma; subunit
MONOMER-14966	G-11414			
MONOMER-19871	G-44579	P20581	2-aminobenzoylacetyl-CoA thioesterase	PqsE
MONOMER-11864	G-9217	Q93XJ2	flavonoid 3'-hydroxylase	
MONOMER-12413				
G7236-MONOMER	G7236	P0AFI0	oxalyl-CoA decarboxylase	YfdU, Oxc
BSU38760-MONOMER	BSU38760	P94364	cytochrome bd ubiquinol oxidase (subunit I)	YxkK, CydA
MONOMER-17814			flavonol 7<i>O</i>-glucosyltransferase	
MONOMER-9722				
MONOMER-15005	G-11452	C4MBZ5	aloesone synthase	
MONOMER-15497	G-11878	Q52551	polyvinyl alcohol dehydrogenase (cytochrome)	PvaA, PVA dehydrogenase
MONOMER-12447	G-9566			hyoscyamine (6S)-dioxygenase
MONOMER-17855	G-15503	Q12429	diphthine&mdash;ammonia ligase	
MONOMER-20238	G-55125	Q7WYX5	CTP:phosphocholine cytidylyltransferase/choline kinase	
MONOMER-15552	G-11925		thebaine 6-<i>O</i>-demethylase	
MONOMER-20271	G-55156	Q93HS4	dihydrorhizobitoxine desaturase	RtxC
MONOMER-18236	G-17745	A9CP13	D-serine ammonia-lyase subunit	
MONOMER-18271	G-17775	Q3S893		
HS00082-MONOMER	HS00082	O14792	[heparan sulfate]-glucosamine 3-<i>O</i>-sulfotransferase 1	h3-OST-1, heparan sulfate 3-O-sulfotransferase 1, heparan sulfate D-glucosaminyl 3-O-sulfotransferase 1
HP0779-MONOMER	HP0779	P56418	aconitase	AcnB, HP0779, aconitase B (acnB), aconitate hydratase
EG10513-MONOMER	EG10513	P03959	K<sup>+</sup> transporting P-type ATPase subunit KdpA	KdpA, Kac
PANTOATE-BETA-ALANINE-LIG-MONOMER	EG11746	P31663	pantothenate synthetase	PanC
NUOL-MONOMER	EG12092	P33607	NADH:quinone oxidoreductase subunit L	NuoL, NADH:ubiquinone oxidoreductase, membrane subunit L
MONOMER-20679	G-58826	Q6N3H9	3-oxopimeloyl-CoA:CoA acetyltransferase	PimB
MONOMER-13011				
MONOMER-20646	G-58794	A0A2P1GIW4	Redox 1	
HS05303-MONOMER	HS05303	Q16613	serotonin N-acetyltransferase	AA-NAT, aralkylamine N-acetyltransferase, serotonin acetylase
ARTJ-MONOMER	EG11628	P30860	L-arginine ABC transporter periplasmic binding protein	
MONOMER-12944	G-9902		(R,S)-reticuline 7-O-methyltransferase	
SYNPCC7942_0456-MONOMER	SYNPCC7942_0456	Q79AV1	Photosystem II reaction center protein K	PsbK
MONOMER-15984	G-12294	Q56772		GumF
HS04756-MONOMER	HS04756	Q9UBK8	methionine synthase reductase	MSR
MONOMER-13444	G-10234	Q08IT1		dammarenediol-II synthase
MONOMER-18667	G-27142		parthenolide synthase	
SUCCCOASYN-BETA	EG10981	P0A836	succinyl-CoA synthetase subunit &beta;	SucC, &beta; subunit
MONOMER-16431	G-12700	P31896	carbon monoxide dehydrogenase &alpha; subunit	CooS
EG11921-MONOMER	EG11921	P32684	23S rRNA pseudouridine<sup>2604</sup> and tRNA<sup>Tyr</sup> pseudouridine<sup>35</sup> synthase	RluF, YjbC, ribosomal large subunit pseudouridine synthase F
MONOMER-15951	G-12262	Q845K1	1,2-epoxyphenylacetyl-CoA isomerase	PaaG
MONOMER-21106	G-80622	A0A071L3D0	glyceraldehyde-3-phosphate dehydrogenase	
MONOMER-19052	G-43794	I4AY86	brevianamide F reverse prenyltransferase	
MONOMER-13400	G-10195	Q8S9G6		taxadienol acetyl transferase, taxoid-O-acetyltransferase, Taxadien-5-alpha-ol O-acetyltransferase
HS10343-MONOMER	HS10343	P11509	cytochrome P450 2A6	CYPIIA6, coumarin 7-hydroxylase, IIA3, CYP2A3, P450(I), cytochrome P450, family 2, subfamily A, polypeptide 6, xenobiotic monooxygenase, flavoprotein-linked monooxygenase, cytochrome P450, subfamily IIA (phenobarbital-inducible), polypeptide 3, cytochrome P450, subfamily IIA (phenobarbital-inducible), polypeptide 6
FBPSBP-MONOMER	G-11888	P73922	fructose bisphosphatase F-I monomer	
MONOMER-18636	G-27105	Q9C447	FAD-dependent monooxygenase, PaxM	PaxM
AT2G44160-MONOMER	AT2G44160		MTHFR2 subunit	
2-ISOPROPYLMALATESYN-MONOMER	EG11226	P09151	2-isopropylmalate synthase	LeuA
MONOMER-16392	G-12663		MbhG	
YER069W-MONOMER	YER069W			
MONOMER-3982			indol-3-ylacetyl-myo-inositol galactoside synthase	indolylacetyl-myo-inositol galactosyltransferase
EG11790-MONOMER	EG11790	P32057	colanic acid biosynthesis fucosyltransferase WcaI	YefD, WcaI
MONOMER-13941	G-10643	Q6K2Y8	nicotianamine transferase 1	
MONOMER-1062	G-55013	E1VB58	aspartate-semialdehyde dehydrogenase	Asd
MONOMER-21075	G-80593	Q0P7K7	colibactin biosynthesis thioesterase ClbQ	ClbQ
AT5G12200-MONOMER	AT5G12200	Q9FMP3	dihydropyrimidinase	
MONOMER-16953	G-14773	Q9ZGH4	dTDP-3-oxo-3,4,6-trideoxy-&alpha;-D-glucopyranose transaminase monomer	DesV
MONOMER-19024	G-43765	F4IDU4	lysophospholipid acyltransferase 1	
MONOMER-14417	G-11003	P0A396	chlorocatechol 1,2-dioxygenase	TfdC
MONOMER-19442	G-44150	C0JRE6	zwittermicin A polyketide synthase module 7	ZmaB
HS09847-MONOMER	HS09847	P31153	S-adenosylmethionine synthetase isoform type-2	AdoMet synthetase 2, MAT 2, MAT-II, Methionine adenosyltransferase 2, Methionine adenosyltransferase II
MONOMER-17405	G-15182	G3XCQ8	4-hydroxybenzoyl-CoA reductase HbaD subunit	HbaD
G1I0R-715-MONOMER	G1I0R-715	Q2G058	hypothetical protein	
ENSG00000176597-MONOMER	HS11063	Q9BYG0	lactosylceramide 1,3-<i>N</i>-acetyl-&beta;-D-glucosaminyltransferase	&beta;-1,3-<i>N</i>-acetylglucosaminyltransferase-5, &beta;3Gn-T5, BGnT-5, lactotriaosylceramide synthase, Lc(3)Cer synthase, Lc3 synthase, LA2-synthase
MONOMER-6606	G-5086			DapF
MONOMER-19855			acetol monooxygenase	
AT2G37760-MONOMER	AT2G37760	O80944	aldo-keto reductase family 4 member C8	
MONOMER-11846	G-9206	Q76LM6	oxalosuccinate reductase subunit	Icd
G7175-MONOMER	G7175	P0A8V0	ribonuclease BN	Rnz, EcoZ, ZipD, ElaC, Rbn
YDR294C-MONOMER	YDR294C	Q05567	sphingoid base phosphate lyase	sphingosine phosphate lyase, dihydrosphingosine phosphate lyase, sphinganine-1-phosphate aldolase
BSU35760-MONOMER	BSU35760	P27621	teichoic acid glycerol-phosphate primase	TagB
MONOMER-9541			amine oxidase	
MONOMER-3866	G-2926	P22867	soluble methane monooxygenase MMOD component	OrfY
MONOMER-14984	G-11431	Q43075		
MONOMER-12429	G-14761	Q8GBW6	methylmalonyl-CoA carboxyltransferase 12S subunit	MmdA
MONOMER-13897	G-10604	Q55725		MenD
MONOMER-17838			flavonoid 4'-<i>O</i>-methyltransferase	
MONOMER-15521				
MONOMER-10284	G-7964		phosphoserine aminotransferase 1	phosphoserine transaminase, L-phosphoserine: 2-oxoglutarate aminotransferase
MONOMER-20254	G-55140		pterocarpan synthase	
MONOMER-18254			alanine racemase subunit	
AT5G04040-MONOMER	AT5G04040	Q9LZA6		
HS00026-MONOMER	HS00026	P00395	cytochrome c oxidase subunit 1	cytochrome c oxidase polypeptide I
EG10435-MONOMER	EG10435	P0ABC3	regulator of FtsH protease	HflA, HflC
MONOMER-16919	G-14738	P27652	<i>Renilla</i> luciferase	
OPPC-MONOMER	EG10676	P0AFH6	murein tripeptide ABC transporter / oligopeptide ABC transporter inner membrane subunit OppC	OppC
MONOMER-20661			dissimilatory dimethyldisulfide reductase	
MONOMER-14386	G-10974	Q46M62	2,4-dichlorophenol 6-monooxygenase II	
MONOMER-12996				
HS05155-MONOMER	HS05155	P22234	multifunctional protein ADE2 monomer	AIR carboxylase, AIRC, SAICAR synthetase
MONOMER-19411	G-44118		fusarubinaldehyde <i>O</i>-methyltransferase	
AROD-MONOMER	EG10076	P05194	3-dehydroquinate dehydratase	AroD
SYNPCC7942_0260-MONOMER	SYNPCC7942_0260	Q31RM7	ClpC	
MONOMER-17371	G-15150	Q9VGP2		
MONOMER-15967	G-12277	Q9I434	2-aminoethylphosphonate aminotransferase monomer	PhnW
MONOMER-13420	G-10213	O85728		CmcH
G1G01-4210-MONOMER	G1G01-4210	Q88FY1	2,5-dihydroxypyridine dioxygenase	NicX
MONOMER-18651			8-hydroxyflavonol 8-<i>O</i>-methyltransferase	
MONOMER-16410	G-12681	Q06853	anchoring scaffoldin Orf2p	cell surface glycoprotein 2, S-layer protein 2, Slp2
MONOMER-6326				
EG11846-MONOMER	EG11846	P32141	6-deoxy-6-sulfofructose-1-phosphate aldolase	SquT, YihT
MONOMER-21090	G-80608	P05529	microcin B17 ABC-type exporter ATP-binding protein	McbF
MONOMER-19822	G-44531	Q6XBI7	alkene monooxygenase coupling protein component	EtnB
MONOMER-19038	G-43780	Q9UVV3	acyl-lipid 6-desaturase	Delta-6 fatty acid desaturase
HS10034-MONOMER	HS10034	P04424	argininosuccinate lyase	ASAL
MONOMER-11803	G-9167	O81971		
ERYTH4PDEHYDROG-MONOMER	EG10368	P0A9B6	D-erythrose-4-phosphate dehydrogenase	GapB, Gap2, Epd
AT2G39930-MONOMER	AT2G39930		isoamylase catalytic subunit	
G7039-MONOMER	G7039	P0AEM9	cystine ABC transporter periplasmic binding protein	TcyJ, YzzR, FliY, Ssi7
YEHZ-MONOMER	EG12012	P33362	glycine betaine ABC transporter periplasmic binding protein OsmF	YehZ, OsmF
MONOMER-3908	G-2968	Q59543	methylamine dehydrogenase small subunit	MauA
BSU30240-MONOMER	BSU30240	P53559	6-carboxyhexanoate-CoA ligase monomer	BioW, pimeloyl-CoA synthase, 6-carboxyhexanoate-CoA ligase (pimeloyl-CoA synthase)
MONOMER-13913	G-10616	P39071	2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase	DhbA
MONOMER-105			72 kDa subunit	
MONOMER-9341				
AT5G07010-MONOMER	AT5G07010		hydroxyjasmonate sulfotransferase	OHJA sulfotransferase, hydroxyjasmonic acid sulfotransferase
MONOMER-16937	G-14756	Q59J82	acyl-lipid &omega;-3 desaturase	
MONOMER-14944	G-11394	Q81RQ5	petrobactin synthase	AsbE
MONOMER-14401	G-10987	O69264	chlorobenzene dihydrodiol dehydrogenase	TecB
MONOMER-19426	G-44133	K4JV64	guadinomine polyketide synthase module 2	GdnF
MONOMER-12395			vomilenine reductase	
MONOMER-17386	G-15165	Q194P6	3A-deolivosylpremithramycin B:dTDP-D-olivose D-olivosyltransferase	MtmGII
G1G01-5614-MONOMER	G1G01-5614	Q88CC4		AmaA, AmaB, L-pipecolate oxidase
MONOMER-17797	G-15468	A0JC77	2-amino-4,5-dihydroxy-6-one-heptanoic acid-7-phosphate synthase subunit	GriI
MONOMER-653	YNR043W	P32377	Erg19	
MONOMER-19837			1,2-epoxy-2-methylpropane hydrolase	
MONOMER-15478	G-11861	Q9XCR4	D-alanine--D-lactate ligase monomer	VanD
MONOMER-11825	G-9188		pyruvate ferredoxin oxidoreductase &beta; subunit	PorB
G7107-MONOMER	G7107	P0A930	outer membrane polysaccharide export protein Wza	Wza
MONOMER-20221	G-55113	A0A1E3P8S6		
BSU35550-MONOMER	BSU35550	O32268	UDP-GalNAc:&alpha;-<small>D</small>-GalNAc-diphosphoundecaprenol &alpha;-1,6-<em>N</em>-acetylgalactosaminyltransferase	YvhG, TuaG
MONOMER-9444			(<i>S</i>)-scoulerine 9-<i>O</i>-methyltransferase	
MONOMER-18218	G-17728	Q60FC7	tauropine dehydrogenase	
MONOMER-14964	G-11412	Q6P6M7	selenocysteine synthase subunit	
MONOMER-12412			sulfite dehydrogenase	
HP0192-MONOMER	HP0192	O06913	fumarate reductase flavoprotein subunit	FrdA, fumarate reductase subunit A
MONOMER-17813			flavonol 6-<i>O</i>-methyltransferase	
MONOMER-15496	G-11877	P31867	NAD(P)H-dependent D-xylose reductase	
NQOR-MONOMER			NADH dehydrogenase (quinone)	
MONOMER-20237	G-55124	Q73RR4	diacylglycerol cholinephosphotransferase	
MONOMER-18235	G-17744	A0LRH7	dehypoxanthinylfutalosine cyclase	MqnC
MONOMER-20627	G-58779	Q6RKB1	carboxylic acid reductase	Car
HP0773-MONOMER	HP0773	O25465		FabX
NUOK-MONOMER	EG12091	P0AFE4	NADH:quinone oxidoreductase subunit K	NuoK, NADH:ubiquinone oxidoreductase, membrane subunit K
MONOMER-12926	G-9891	P15505	glycine decarboxylase subunit	
MONOMER-20645	G-58793	I1TEM0	19E-geissoschizine oxidase	GO
MONOMER-12943	G-9901		columbamine O-methyltransferase	
HS04527-MONOMER	HS04527	P42336	phosphatidylinositol 3 kinase catalytic subunit p110&alpha;	PI3-kinase p110 subunit alpha, PtdIns-3-kinase p110, PI3K, phosphoinositide-3-kinase, catalytic, alpha polypeptide, phosphatidylinositol 3-kinase, catalytic, alpha polypeptide, phosphatidylinositol 3-kinase catalytic subunit, alpha isoform
HS04751-MONOMER	HS04751	P35558	cytosolic phospho<em>enol</em>pyruvate carboxykinase (GTP)	PEPCK-C, phosphoenolpyruvate carboxylase (GTP)
SUCCCOASYN-ALPHA	EG10982	P0AGE9	succinyl-CoA synthetase subunit &alpha;	SucD, &alpha; subunit
STM2461-MONOMER	STM2461		ethanol dehydrogenase	EutG
MONOMER-15950	G-12261	Q845J2	ring 1,2-phenylacetyl-CoA epoxidase PaaE subunit	PaaE
MONOMER-13398	G-10193	Q8W4T9		taxane 13-alpha-hydroxylase
MONOMER-15933	G-12249	B2BH32	baicalein 7-<i>O</i>-glucuronosyltransferase monomer	
MONOMER-18635	G-27104	Q9C448		PaxC
MONOMER-16391	G-12664		MbhF	
MONOMER-13378	G-10175			CefD
EG11779-MONOMER	EG11779	P0A8I5	tRNA m<sup>7</sup>G46 methyltransferase	YggH, TrmB, TrmI
MONOMER-21074	G-80592	Q0P7J9	colibactin polyketide synthase ClbI	ClbI
MONOMER-18621	G-18086	A3A871	<i>ent</i>-isokaurene-C2/C3-hydroxylase	
MONOMER-19023	G-43762	Q12KT8	bifunctional ketoisomerase / <i>N</i>-acetyltransferase FdtD subunit	FdtD
HS09822-MONOMER	HS09822	Q6PFW1	inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 1	
MONOMER-16376	G-12646	D4GP28		
ENSG00000176261-MONOMER	HS16618	Q8IWT0	archease	protein ZBTB8OS, zinc finger and BTB domain-containing opposite strand protein 8, tRNA-splicing ligase complex archease component
AT2G37040-MONOMER	AT2G37040		phenylalanine ammonia lyase	PAL1
EG11691-MONOMER	EG11691	P31440	adenine transporter	AdeQ, YicO
YDR284C-MONOMER	YDR284C	Q05521	diacylglycerol pyrophosphate phosphatase 1	
MONOMER-3865	G-2925	P18797	soluble methane monooxygenase regulatory component	MmoB, sMMO regulatory component, MMOB
MONOMER-21059	G-80579	A0A1R3RGK0	ochratoxin polyketide synthase	OtaA
MONOMER-13896	G-10603	P73495		MenB
MONOMER-1028	G-631	Q59111	GctA	GctA, glutaconate CoA-transferase subunit A
MONOMER-19008	G-43747		polyunsaturated fatty acid synthase E subunit	
AT5G03860-MONOMER	AT5G03860	Q9LZC3	malate synthase	
MONOMER-16917	G-14736	H1AD96		
HS09610-MONOMER	HS09610	P24298	Alanine aminotransferase 1	ALT1, Glutamate pyruvate transaminase 1, Glutamic--alanine transaminase 1, Glutamic--pyruvic transaminase 1, GPT 1
MONOMER-14385	G-10973	P27138	2,4-dichlorophenol 6-monooxygenase I	TfdB
MONOMER-19410	G-44117	G8C421	methylfusarubin monooxygenase	
AT2G33150-MONOMER	AT2G33150	Q56WD9	3-ketoacyl-CoA thiolase 2, peroxisomal	
MONOMER-17370	G-15149	Q9VFS2	carotenoid isomerooxygenase	DRPE65, GH03958p
G1G01-4209-MONOMER	G1G01-4209	Q88FY2	6-hydroxynicotinate 3-monooxygenase	NahG, NicC
YDL168W-MONOMER	YDL168W	P32771	S-(hydroxymethyl)glutathione dehydrogenase subunit	
MONOMER-6325			isoflavone-7-O-glucoside &beta;-glucosidase	
MONOMER-19821	G-44532		alkene monooxygenase reductase component	EtnD
MONOMER-3761	G-15274	Q04508	ammonia monooxygenase &beta; subunit	AmoB
MONOMER-11802	G-9166	Q88KS5	3-hydroxy-2-methylbutyryl-CoA dehydrogenase subunit	
G7037-MONOMER	G7037	P0AFT2	cystine ABC transporter membrane subunit	TcyL, YecS
MONOMER-13873	G-10585	O07854	dehydrosqualene synthase	CrtM, diapophytoene synthase, 4,4'-diapophytoene synthase, DAP synthase
BSU30230-MONOMER	BSU30230	P53555	lysine-8-amino-7-oxononanoate aminotransferase	BioA, BioK
MONOMER-9321	G-7061	P92923	mannose 6-phosphate reductase	NADPH-dependent mannose 6-phosphate reductase
MONOMER-10113	G-58295	Q9QXT3	cysteine-<i>S</i>-conjugate <i>N</i>-acetyltransferase	
MONOMER-14943	G-11393	Q81RQ7	3,4-dihydroxybenzoate-[aryl-carrier protein] ligase	AsbC
MONOMER-12394	G-9543			
MONOMER-16890	G-14710		&alpha;-glucuronidase monomer	AguA
MONOMER-17796			methyl-quercetin/quercetagetin glucoside 2'/3'-<i>O</i>methyltransferase	
MONOMER-15477	G-11860	Q9JN36	VanXY D,D-dipeptidase/D,D-carboxypeptidase	
MONOMER-14368	G-10958	Q5P8T3	p-ethylphenol methylhydroxylase subunit 1	PchC
MONOMER-20220	G-55112	G2IKV5	aromatic aldehyde dehydrogenase monomer	DesV
MONOMER-18217	G-17727	Q8T882	tauropine dehydrogenase	
ENSG00000172292-MONOMER	HS16068	Q6ZMG9	ceramide synthase 6	LAG1 longevity assurance homolog 6
HP0191-MONOMER	HP0191	O06914	fumarate reductase iron-sulfur subunit	FrdB, fumarate reductase subunit B
